utc	jobid	name	config	gpus	nodes	gpus_per_node	queue	wall	mem	mbs	ga	seq	steps	tokens_per_step	total_tokens	git_commit	config_sha256	cmdline
2026-09-20T06:11:02Z	1798099	abl_G_400M_6G1x6S1x6S	configs/iclr_26/ablations/abl_G_400M_6G1x6S1x6S.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	3a98dfd0	26d60840fc77bb09	submit_train.sh abl_G_400M_6G1x6S1x6S configs/iclr_26/ablations/abl_G_400M_6G1x6S1x6S.yml 8 normal 24:00 160G 
2026-09-20T06:11:14Z	1798100	abl_F_134M_6G_dense_isoactive	configs/iclr_26/ablations/abl_F_134M_6G_dense_isoactive.yml	4	1	4	normal	24:00	96G	4	4	4096	122070	262144	31999918080	3a98dfd0	e43c29c552055c4c	submit_train.sh abl_F_134M_6G_dense_isoactive configs/iclr_26/ablations/abl_F_134M_6G_dense_isoactive.yml 4 normal 24:00 96G 
2026-09-20T06:11:20Z	1798101	abl_H_400M_6G6E_deep	configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	3a98dfd0	c28ba0490c2a7b53	submit_train.sh abl_H_400M_6G6E_deep configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml 8 preemptable 24:00 160G 
2026-09-20T06:11:20Z	1798102	abl_H_400M_6G6S_deep	configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	3a98dfd0	f51bdab2d2806788	submit_train.sh abl_H_400M_6G6S_deep configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml 8 preemptable 24:00 160G 
2026-09-20T06:11:21Z	1798103	abl_H_400M_6G6G_deep_isoactive	configs/iclr_26/ablations/abl_H_400M_6G6G_deep_isoactive.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	3a98dfd0	af01abe6b993b155	submit_train.sh abl_H_400M_6G6G_deep_isoactive configs/iclr_26/ablations/abl_H_400M_6G6G_deep_isoactive.yml 8 preemptable 24:00 160G 
2026-09-20T06:20:12Z	1798128	abl_F_134M_6G_dense_isoactive	configs/iclr_26/ablations/abl_F_134M_6G_dense_isoactive.yml	4	1	4	normal	24:00	96G	4	4	4096	122070	262144	31999918080	3a98dfd0	51f41f1578be7e00	submit_train.sh abl_F_134M_6G_dense_isoactive configs/iclr_26/ablations/abl_F_134M_6G_dense_isoactive.yml 4 normal 24:00 96G 
2026-09-20T06:40:06Z	1798194	abl_B_400M_6G1x6S	configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	34387b92570cfbfd	submit_train.sh abl_B_400M_6G1x6S configs/iclr_26/ablations/abl_B_400M_6G1x6S.yml 8 normal 24:00 160G 
2026-09-20T06:40:12Z	1798195	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 preemptable 24:00 160G 
2026-09-20T06:40:13Z	1798196	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	2	4	preemptable	24:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 preemptable 24:00 160G 
2026-09-20T06:40:13Z	1798197	cmix_134M_pure_32B_sparse	configs/cmix/cmix_134M_pure_32B_sparse.yml	8	2	4	preemptable	24:00	96G	2	4	4096	122070	262144	31999918080	dac514d3	9f483a0911ed4535	submit_train.sh cmix_134M_pure_32B_sparse configs/cmix/cmix_134M_pure_32B_sparse.yml 8 preemptable 24:00 96G 
2026-09-20T06:45:51Z	1798219	cmix1B_12L_gptDense_32B	configs/cmix/cmix1B_12L_gptDense_32B.yml	8	1	8	preemptable	04:00	160G	2	8	4096	61035	524288	31999918080	dac514d3	1c58bb6f9587f801	submit_train.sh cmix1B_12L_gptDense_32B configs/cmix/cmix1B_12L_gptDense_32B.yml 8 preemptable 04:00 160G 
2026-09-20T07:11:02Z	1798342	abl_G_400M_6G1x6E1x6E	configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml	8	1	8	normal	24:00	160G	2	8	4096	61035	524288	31999918080	17a56324	c242c110a9e68216	submit_train.sh abl_G_400M_6G1x6E1x6E configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E.yml 8 normal 24:00 160G 
2026-09-20T07:37:43Z	1798570	abl_G_400M_6G1x6E1x6E_4gpu	configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E_4gpu.yml	4	1	4	normal	24:00	160G	2	16	4096	61035	524288	31999918080	17a56324	0771e49ec6f9724d	submit_train.sh abl_G_400M_6G1x6E1x6E_4gpu configs/iclr_26/ablations/abl_G_400M_6G1x6E1x6E_4gpu.yml 4 normal 24:00 160G 
2026-09-20T21:16:28Z	1809806	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T21:48:48Z	1810260	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T21:56:22Z	1810406	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	b70dacfa	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-20T22:48:23Z	1811959	cmix_400M_hybrid_sparse	configs/cmix/cmix_400M_hybrid_sparse.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	e30919e2	5123b188af86b44f	submit_train.sh cmix_400M_hybrid_sparse configs/cmix/cmix_400M_hybrid_sparse.yml 8 normal 24:00 160G 
2026-09-21T03:55:01Z	1814665	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	normal	24:00	160G	1	16	4096	61035	524288	31999918080	118e1596	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 normal 24:00 160G 
2026-09-21T04:09:35Z	1814745	cmix_400M_sandwich_sparse	configs/cmix/cmix_400M_sandwich_sparse.yml	8	2	4	normal	24:00	160G	1	16	4096	61035	524288	31999918080	118e1596	10f4d9bd025280fd	submit_train.sh cmix_400M_sandwich_sparse configs/cmix/cmix_400M_sandwich_sparse.yml 8 normal 24:00 160G 
2026-09-21T04:45:07Z	1816581	abl_H_400M_6G6E_deep	configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	118e1596	c28ba0490c2a7b53	submit_train.sh abl_H_400M_6G6E_deep configs/iclr_26/ablations/abl_H_400M_6G6E_deep.yml 8 normal 24:00 160G 
2026-09-21T04:45:08Z	1816582	abl_H_400M_6G6S_deep	configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml	8	2	4	normal	24:00	160G	2	8	4096	61035	524288	31999918080	118e1596	f51bdab2d2806788	submit_train.sh abl_H_400M_6G6S_deep configs/iclr_26/ablations/abl_H_400M_6G6S_deep.yml 8 normal 24:00 160G 
2026-09-21T19:34:46Z	1829569	abl_L_gsExact_1gpu	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_L_134M_pure_1x12E_gsExact_1gpu.yml	1	1	1	preemptable	24:00	200G	2	32	4096	122070	262144	31999918080	1029e703	5ab61bd9f692ed1e	submit_train.sh abl_L_gsExact_1gpu /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_L_134M_pure_1x12E_gsExact_1gpu.yml 1 preemptable 24:00 200G 
2026-09-21T19:34:51Z	1829571	abl_L_mbs4_probe	/tmp/abl_L_mbs4_probe.yml	1	1	1	preemptable	01:00	200G	4	16	4096	122070	262144	31999918080	1029e703	e66308fef1bde397	submit_train.sh abl_L_mbs4_probe /tmp/abl_L_mbs4_probe.yml 1 preemptable 01:00 200G 
2026-09-21T19:34:51Z	1829572	abl_L_mbs8_probe	/tmp/abl_L_mbs8_probe.yml	1	1	1	preemptable	01:00	200G	8	8	4096	122070	262144	31999918080	1029e703	ef5c23b3861dacf9	submit_train.sh abl_L_mbs8_probe /tmp/abl_L_mbs8_probe.yml 1 preemptable 01:00 200G 
2026-09-21T19:36:48Z	1829683	abl_L_mbs4_probe	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/tmp_mbs_probe/abl_L_mbs4_probe.yml	1	1	1	preemptable	01:00	200G	4	16	4096	122070	262144	31999918080	1029e703	e66308fef1bde397	submit_train.sh abl_L_mbs4_probe /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/tmp_mbs_probe/abl_L_mbs4_probe.yml 1 preemptable 01:00 200G 
2026-09-21T19:36:48Z	1829684	abl_L_mbs8_probe	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/tmp_mbs_probe/abl_L_mbs8_probe.yml	1	1	1	preemptable	01:00	200G	8	8	4096	122070	262144	31999918080	1029e703	ef5c23b3861dacf9	submit_train.sh abl_L_mbs8_probe /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/tmp_mbs_probe/abl_L_mbs8_probe.yml 1 preemptable 01:00 200G 
2026-09-21T19:58:56Z	1830287	abl_J_gsMean_1gpu	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_J_134M_pure_1x12E_gsMean_1gpu.yml	1	1	1	preemptable	24:00	200G	2	32	4096	122070	262144	31999918080	1029e703	0f6eb7ad36e41e1e	submit_train.sh abl_J_gsMean_1gpu /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_J_134M_pure_1x12E_gsMean_1gpu.yml 1 preemptable 24:00 200G 
2026-09-21T19:58:56Z	1830288	abl_K_gsInvSqrt_1gpu	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt_1gpu.yml	1	1	1	preemptable	24:00	200G	2	32	4096	122070	262144	31999918080	1029e703	43d83ec71ef4355e	submit_train.sh abl_K_gsInvSqrt_1gpu /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt_1gpu.yml 1 preemptable 24:00 200G 
2026-09-21T22:53:02Z	1833574	abl_J_gsMean	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_J_134M_pure_1x12E_gsMean.yml	8	1	8	normal	24:00	200G	2	4	4096	122070	262144	31999918080	1029e703	64ce593d9e73c2e1	submit_train.sh abl_J_gsMean /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_J_134M_pure_1x12E_gsMean.yml 8 normal 24:00 200G 
2026-09-22T00:03:13Z	1834807	abl_K_gsInvSqrt	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt.yml	8	1	8	normal	24:00	200G	2	4	4096	122070	262144	31999918080	1029e703	d5bc463a0e4c0521	submit_train.sh abl_K_gsInvSqrt /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt.yml 8 normal 24:00 200G 
2026-09-22T00:19:30Z	1835383	abl_L_gsExact	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_L_134M_pure_1x12E_gsExact.yml	8	1	8	normal	24:00	200G	2	4	4096	122070	262144	31999918080	1029e703	331e00e233e66daf	submit_train.sh abl_L_gsExact /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_L_134M_pure_1x12E_gsExact.yml 8 normal 24:00 200G 
2026-09-22T00:20:38Z	1835411	abl_K_gsInvSqrt_1gpu	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt_1gpu.yml	1	1	1	preemptable	24:00	200G	2	32	4096	122070	262144	31999918080	1029e703	43d83ec71ef4355e	submit_train.sh abl_K_gsInvSqrt_1gpu /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_K_134M_pure_1x12E_gsInvSqrt_1gpu.yml 1 preemptable 24:00 200G 
2026-09-22T04:17:25Z	1840680	abl_H_400M_6G6G_deep_isoactive	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_H_400M_6G6G_deep_isoactive.yml	8	1	8	normal	24:00	200G	2	8	4096	61035	524288	31999918080	1029e703	af01abe6b993b155	submit_train.sh abl_H_400M_6G6G_deep_isoactive /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_H_400M_6G6G_deep_isoactive.yml 8 normal 24:00 200G 
2026-09-22T04:51:28Z	1841449	abl_T_134M_hyb_tau0p35	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_T_134M_hyb_tau0p35.yml	8	1	8	normal	12:00	200G	4	2	4096	122070	262144	31999918080	1029e703	87cbb2aa9433aae2	submit_train.sh abl_T_134M_hyb_tau0p35 /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_T_134M_hyb_tau0p35.yml 8 normal 12:00 200G 
2026-09-22T05:41:09Z	1842067	abl_C_134M_1G1x6E1G_isototal	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml	8	1	8	normal	12:00	200G	4	4	4096	122070	524288	63999836160	1029e703	52ed8e8c717800bc	submit_train.sh abl_C_134M_1G1x6E1G_isototal /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml 8 normal 12:00 200G 
2026-09-22T05:41:58Z	1842075	abl_C_134M_1G1x6E1G_isototal	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml	4	1	4	normal	12:00	200G	4	4	4096	122070	262144	31999918080	1029e703	52ed8e8c717800bc	submit_train.sh abl_C_134M_1G1x6E1G_isototal /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_C_134M_1G1x6E1G_isototal.yml 4 normal 12:00 200G 
2026-09-22T07:00:56Z	1843208	abl_R_134M_hyb_rnorm_none	/proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_R_134M_hyb_rnorm_none.yml	8	1	8	normal	12:00	200G	4	2	4096	122070	262144	31999918080	1029e703	ea8a571aef7cd4ee	submit_train.sh abl_R_134M_hyb_rnorm_none /proj/dmfexp/nima/Code/dolomite-engine/configs/iclr_26/ablations/abl_R_134M_hyb_rnorm_none.yml 8 normal 12:00 200G 
